levelname_1,levelname_2,levelname_3,levelname_4,levelname_5,levelcode_1,levelcode_2,levelcode_3,levelcode_4,levelcode_5
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,metaraminol,QC,QC01,QC01C,QC01CA,QC01CA09
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,methoxamine,QC,QC01,QC01C,QC01CA,QC01CA10
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,mephentermine,QC,QC01,QC01C,QC01CA,QC01CA11
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,dimetofrine,QC,QC01,QC01C,QC01CA,QC01CA12
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,prenalterol,QC,QC01,QC01C,QC01CA,QC01CA13
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,dopexamine,QC,QC01,QC01C,QC01CA,QC01CA14
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,gepefrine,QC,QC01,QC01C,QC01CA,QC01CA15
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,ibopamine,QC,QC01,QC01C,QC01CA,QC01CA16
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,midodrine,QC,QC01,QC01C,QC01CA,QC01CA17
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,octopamine,QC,QC01,QC01C,QC01CA,QC01CA18
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,fenoldopam,QC,QC01,QC01C,QC01CA,QC01CA19
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,cafedrine,QC,QC01,QC01C,QC01CA,QC01CA21
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,arbutamine,QC,QC01,QC01C,QC01CA,QC01CA22
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,theodrenaline,QC,QC01,QC01C,QC01CA,QC01CA23
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,epinephrine,QC,QC01,QC01C,QC01CA,QC01CA24
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,amezinium metilsulfate,QC,QC01,QC01C,QC01CA,QC01CA25
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,ephedrine,QC,QC01,QC01C,QC01CA,QC01CA26
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,droxidopa,QC,QC01,QC01C,QC01CA,QC01CA27
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,combinations,QC,QC01,QC01C,QC01CA,QC01CA30
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Adrenergic and dopaminergic agents,"etilefrine, combinations",QC,QC01,QC01C,QC01CA,QC01CA51
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Phosphodiesterase inhibitors,amrinone,QC,QC01,QC01C,QC01CE,QC01CE01
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Phosphodiesterase inhibitors,milrinone,QC,QC01,QC01C,QC01CE,QC01CE02
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Phosphodiesterase inhibitors,enoximone,QC,QC01,QC01C,QC01CE,QC01CE03
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Phosphodiesterase inhibitors,bucladesine,QC,QC01,QC01C,QC01CE,QC01CE04
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Phosphodiesterase inhibitors,pimobendan,QC,QC01,QC01C,QC01CE,QC01CE90
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Other cardiac stimulants,angiotensinamide,QC,QC01,QC01C,QC01CX,QC01CX06
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Other cardiac stimulants,xamoterol,QC,QC01,QC01C,QC01CX,QC01CX07
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Other cardiac stimulants,levosimendan,QC,QC01,QC01C,QC01CX,QC01CX08
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Other cardiac stimulants,angiotensin II,QC,QC01,QC01C,QC01CX,QC01CX09
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,glyceryl trinitrate,QC,QC01,QC01D,QC01DA,QC01DA02
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,methylpropylpropanediol dinitrate,QC,QC01,QC01D,QC01DA,QC01DA04
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,pentaerithrityl tetranitrate,QC,QC01,QC01D,QC01DA,QC01DA05
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,propatylnitrate,QC,QC01,QC01D,QC01DA,QC01DA07
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,isosorbide dinitrate,QC,QC01,QC01D,QC01DA,QC01DA08
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,trolnitrate,QC,QC01,QC01D,QC01DA,QC01DA09
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,eritrityl tetranitrate,QC,QC01,QC01D,QC01DA,QC01DA13
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,isosorbide mononitrate,QC,QC01,QC01D,QC01DA,QC01DA14
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,organic nitrates in combination,QC,QC01,QC01D,QC01DA,QC01DA20
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,tenitramine,QC,QC01,QC01D,QC01DA,QC01DA38
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,"glyceryl trinitrate, combinations",QC,QC01,QC01D,QC01DA,QC01DA52
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,"methylpropylpropanediol dinitrate, combinations",QC,QC01,QC01D,QC01DA,QC01DA54
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,"pentaerithrityl tetranitrate, combinations",QC,QC01,QC01D,QC01DA,QC01DA55
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,"propatylnitrate, combinations",QC,QC01,QC01D,QC01DA,QC01DA57
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,"isosorbide dinitrate, combinations",QC,QC01,QC01D,QC01DA,QC01DA58
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,"trolnitrate, combinations",QC,QC01,QC01D,QC01DA,QC01DA59
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,"eritrityl tetranitrate, combinations",QC,QC01,QC01D,QC01DA,QC01DA63
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Organic nitrates,organic nitrates in combination with psycholeptics,QC,QC01,QC01D,QC01DA,QC01DA70
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Quinolone vasodilators,flosequinan,QC,QC01,QC01D,QC01DB,QC01DB01
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Quinolone vasodilators,tedisamil,QC,QC01,QC01D,QC01DB,QC01DB06
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,itramin tosilate,QC,QC01,QC01D,QC01DX,QC01DX01
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,prenylamine,QC,QC01,QC01D,QC01DX,QC01DX02
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,oxyfedrine,QC,QC01,QC01D,QC01DX,QC01DX03
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,benziodarone,QC,QC01,QC01D,QC01DX,QC01DX04
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,carbocromen,QC,QC01,QC01D,QC01DX,QC01DX05
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,hexobendine,QC,QC01,QC01D,QC01DX,QC01DX06
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,etafenone,QC,QC01,QC01D,QC01DX,QC01DX07
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,heptaminol,QC,QC01,QC01D,QC01DX,QC01DX08
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,imolamine,QC,QC01,QC01D,QC01DX,QC01DX09
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,dilazep,QC,QC01,QC01D,QC01DX,QC01DX10
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,trapidil,QC,QC01,QC01D,QC01DX,QC01DX11
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,molsidomine,QC,QC01,QC01D,QC01DX,QC01DX12
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,efloxate,QC,QC01,QC01D,QC01DX,QC01DX13
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,cinepazet,QC,QC01,QC01D,QC01DX,QC01DX14
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,cloridarol,QC,QC01,QC01D,QC01DX,QC01DX15
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,nicorandil,QC,QC01,QC01D,QC01DX,QC01DX16
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,linsidomine,QC,QC01,QC01D,QC01DX,QC01DX18
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,nesiritide,QC,QC01,QC01D,QC01DX,QC01DX19
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,serelaxin,QC,QC01,QC01D,QC01DX,QC01DX21
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,"itramin tosilate, combinations",QC,QC01,QC01D,QC01DX,QC01DX51
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,"prenylamine, combinations",QC,QC01,QC01D,QC01DX,QC01DX52
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,"oxyfedrine, combinations",QC,QC01,QC01D,QC01DX,QC01DX53
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,VASODILATATORS USED IN CARDIAC DISEASE,Other vasodilators used in cardiac diseases,"benziodarone, combinations",QC,QC01,QC01D,QC01DX,QC01DX54
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Prostaglandins,alprostadil,QC,QC01,QC01E,QC01EA,QC01EA01
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,camphora,QC,QC01,QC01E,QC01EB,QC01EB02
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,indometacin,QC,QC01,QC01E,QC01EB,QC01EB03
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,crataegus glycosides,QC,QC01,QC01E,QC01EB,QC01EB04
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,creatinolfosfate,QC,QC01,QC01E,QC01EB,QC01EB05
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,fosfocreatine,QC,QC01,QC01E,QC01EB,QC01EB06
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,"fructose 1,6-diphosphate",QC,QC01,QC01E,QC01EB,QC01EB07
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,ubidecarenone,QC,QC01,QC01E,QC01EB,QC01EB09
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,adenosine,QC,QC01,QC01E,QC01EB,QC01EB10
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,tiracizine,QC,QC01,QC01E,QC01EB,QC01EB11
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,acadesine,QC,QC01,QC01E,QC01EB,QC01EB13
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,trimetazidine,QC,QC01,QC01E,QC01EB,QC01EB15
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,ibuprofen,QC,QC01,QC01E,QC01EB,QC01EB16
CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,ivabradine,QC,QC01,QC01E,QC01EB,QC01EB17
