levelname_1,levelname_2,levelname_3,levelname_4,levelname_5,levelcode_1,levelcode_2,levelcode_3,levelcode_4,levelcode_5
GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",Other antiinfectives and antiseptics,copper usnate,QG,QG01,QG01A,QG01AX,QG01AX15
GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",Other antiinfectives and antiseptics,hexetidine,QG,QG01,QG01A,QG01AX,QG01AX16
GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",Other antiinfectives and antiseptics,dapivirine,QG,QG01,QG01A,QG01AX,QG01AX17
GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",Other antiinfectives and antiseptics,"octenidine, combinations",QG,QG01,QG01A,QG01AX,QG01AX66
GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",Other antiinfectives and antiseptics,nitrofural,QG,QG01,QG01A,QG01AX,QG01AX90
GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",Other antiinfectives and antiseptics,"other antiinfectives and antiseptics, combinations",QG,QG01,QG01A,QG01AX,QG01AX99
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Ergot alkaloids,methylergometrine,QG,QG02,QG02A,QG02AB,QG02AB01
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Ergot alkaloids,ergot alkaloids,QG,QG02,QG02A,QG02AB,QG02AB02
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Ergot alkaloids,ergometrine,QG,QG02,QG02A,QG02AB,QG02AB03
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Ergot alkaloids,"ergometrine, combinations",QG,QG02,QG02A,QG02AB,QG02AB53
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,"Ergot alkaloids and oxytocin incl. analogues, in combination",methylergometrine and oxytocin,QG,QG02,QG02A,QG02AC,QG02AC01
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,"Ergot alkaloids and oxytocin incl. analogues, in combination",ergometrine and oxytocin,QG,QG02,QG02A,QG02AC,QG02AC90
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,dinoprost,QG,QG02,QG02A,QG02AD,QG02AD01
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,dinoprostone,QG,QG02,QG02A,QG02AD,QG02AD02
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,gemeprost,QG,QG02,QG02A,QG02AD,QG02AD03
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,carboprost,QG,QG02,QG02A,QG02AD,QG02AD04
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,sulprostone,QG,QG02,QG02A,QG02AD,QG02AD05
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,misoprostol,QG,QG02,QG02A,QG02AD,QG02AD06
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,cloprostenol,QG,QG02,QG02A,QG02AD,QG02AD90
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,luprostiol,QG,QG02,QG02A,QG02AD,QG02AD91
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,fenprostalene,QG,QG02,QG02A,QG02AD,QG02AD92
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,tiaprost,QG,QG02,QG02A,QG02AD,QG02AD93
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,alfaprostol,QG,QG02,QG02A,QG02AD,QG02AD94
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Prostaglandins,etiproston,QG,QG02,QG02A,QG02AD,QG02AD95
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,CONTRACEPTIVES FOR TOPICAL USE,Intrauterine contraceptives,plastic IUD,QG,QG02,QG02B,QG02BA,QG02BA01
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,CONTRACEPTIVES FOR TOPICAL USE,Intrauterine contraceptives,plastic IUD with copper,QG,QG02,QG02B,QG02BA,QG02BA02
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,CONTRACEPTIVES FOR TOPICAL USE,Intrauterine contraceptives,plastic IUD with progestogens,QG,QG02,QG02B,QG02BA,QG02BA03
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,CONTRACEPTIVES FOR TOPICAL USE,Intravaginal contraceptives,vaginal ring with progestogen and estrogen,QG,QG02,QG02B,QG02BB,QG02BB01
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,CONTRACEPTIVES FOR TOPICAL USE,Intravaginal contraceptives,vaginal ring with progestogen,QG,QG02,QG02B,QG02BB,QG02BB02
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,"Sympathomimetics, labour repressants",ritodrine,QG,QG02,QG02C,QG02CA,QG02CA01
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,"Sympathomimetics, labour repressants",buphenine,QG,QG02,QG02C,QG02CA,QG02CA02
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,"Sympathomimetics, labour repressants",fenoterol,QG,QG02,QG02C,QG02CA,QG02CA03
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,"Sympathomimetics, labour repressants",vetrabutin,QG,QG02,QG02C,QG02CA,QG02CA90
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,"Sympathomimetics, labour repressants",clenbuterol,QG,QG02,QG02C,QG02CA,QG02CA91
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Prolactine inhibitors,bromocriptine,QG,QG02,QG02C,QG02CB,QG02CB01
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Prolactine inhibitors,lisuride,QG,QG02,QG02C,QG02CB,QG02CB02
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Prolactine inhibitors,cabergoline,QG,QG02,QG02C,QG02CB,QG02CB03
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Prolactine inhibitors,quinagolide,QG,QG02,QG02C,QG02CB,QG02CB04
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Prolactine inhibitors,metergoline,QG,QG02,QG02C,QG02CB,QG02CB05
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Prolactine inhibitors,terguride,QG,QG02,QG02C,QG02CB,QG02CB06
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Antiinflammatory products for vaginal administration,ibuprofen,QG,QG02,QG02C,QG02CC,QG02CC01
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Antiinflammatory products for vaginal administration,naproxen,QG,QG02,QG02C,QG02CC,QG02CC02
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Antiinflammatory products for vaginal administration,benzydamine,QG,QG02,QG02C,QG02CC,QG02CC03
GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,OTHER GYNECOLOGICALS,Antiinflammatory products for vaginal administration,flunoxaprofen,QG,QG02,QG02C,QG02CC,QG02CC04
