levelname_1,levelname_2,levelname_3,levelname_4,levelname_5,levelcode_1,levelcode_2,levelcode_3,levelcode_4,levelcode_5
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antibiotics,cloxacillin,QS,QS01,QS01A,QS01AA,QS01AA90
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Sulfonamides,sulfamethizole,QS,QS01,QS01A,QS01AB,QS01AB01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Sulfonamides,sulfafurazole,QS,QS01,QS01A,QS01AB,QS01AB02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Sulfonamides,sulfadicramide,QS,QS01,QS01A,QS01AB,QS01AB03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Sulfonamides,sulfacetamide,QS,QS01,QS01A,QS01AB,QS01AB04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Sulfonamides,sulfafenazol,QS,QS01,QS01A,QS01AB,QS01AB05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antivirals,idoxuridine,QS,QS01,QS01A,QS01AD,QS01AD01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antivirals,trifluridine,QS,QS01,QS01A,QS01AD,QS01AD02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antivirals,aciclovir,QS,QS01,QS01A,QS01AD,QS01AD03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antivirals,interferon,QS,QS01,QS01A,QS01AD,QS01AD05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antivirals,vidarabine,QS,QS01,QS01A,QS01AD,QS01AD06
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antivirals,famciclovir,QS,QS01,QS01A,QS01AD,QS01AD07
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antivirals,fomivirsen,QS,QS01,QS01A,QS01AD,QS01AD08
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antivirals,ganciclovir,QS,QS01,QS01A,QS01AD,QS01AD09
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Fluoroquinolones,ofloxacin,QS,QS01,QS01A,QS01AE,QS01AE01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Fluoroquinolones,norfloxacin,QS,QS01,QS01A,QS01AE,QS01AE02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Fluoroquinolones,ciprofloxacin,QS,QS01,QS01A,QS01AE,QS01AE03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Fluoroquinolones,lomefloxacin,QS,QS01,QS01A,QS01AE,QS01AE04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Fluoroquinolones,levofloxacin,QS,QS01,QS01A,QS01AE,QS01AE05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Fluoroquinolones,gatifloxacin,QS,QS01,QS01A,QS01AE,QS01AE06
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Fluoroquinolones,moxifloxacin,QS,QS01,QS01A,QS01AE,QS01AE07
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Fluoroquinolones,besifloxacin,QS,QS01,QS01A,QS01AE,QS01AE08
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,mercury compounds,QS,QS01,QS01A,QS01AX,QS01AX01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,silver compounds,QS,QS01,QS01A,QS01AX,QS01AX02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,zinc compounds,QS,QS01,QS01A,QS01AX,QS01AX03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,nitrofural,QS,QS01,QS01A,QS01AX,QS01AX04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,bibrocathol,QS,QS01,QS01A,QS01AX,QS01AX05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,resorcinol,QS,QS01,QS01A,QS01AX,QS01AX06
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,sodium borate,QS,QS01,QS01A,QS01AX,QS01AX07
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,hexamidine,QS,QS01,QS01A,QS01AX,QS01AX08
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,chlorhexidine,QS,QS01,QS01A,QS01AX,QS01AX09
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,sodium propionate,QS,QS01,QS01A,QS01AX,QS01AX10
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,dibrompropamidine,QS,QS01,QS01A,QS01AX,QS01AX14
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,propamidine,QS,QS01,QS01A,QS01AX,QS01AX15
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,picloxydine,QS,QS01,QS01A,QS01AX,QS01AX16
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Other antiinfectives,povidone-iodine,QS,QS01,QS01A,QS01AX,QS01AX18
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",dexamethasone,QS,QS01,QS01B,QS01BA,QS01BA01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",hydrocortisone,QS,QS01,QS01B,QS01BA,QS01BA02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",cortisone,QS,QS01,QS01B,QS01BA,QS01BA03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",prednisolone,QS,QS01,QS01B,QS01BA,QS01BA04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",triamcinolone,QS,QS01,QS01B,QS01BA,QS01BA05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",betamethasone,QS,QS01,QS01B,QS01BA,QS01BA06
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",fluorometholone,QS,QS01,QS01B,QS01BA,QS01BA07
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",medrysone,QS,QS01,QS01B,QS01BA,QS01BA08
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",clobetasone,QS,QS01,QS01B,QS01BA,QS01BA09
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",alclometasone,QS,QS01,QS01B,QS01BA,QS01BA10
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",desonide,QS,QS01,QS01B,QS01BA,QS01BA11
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",formocortal,QS,QS01,QS01B,QS01BA,QS01BA12
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",rimexolone,QS,QS01,QS01B,QS01BA,QS01BA13
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",loteprednol,QS,QS01,QS01B,QS01BA,QS01BA14
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Corticosteroids, plain",fluocinolone acetonide,QS,QS01,QS01B,QS01BA,QS01BA15
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,Corticosteroids and mydriatics in combination,hydrocortisone and mydriatics,QS,QS01,QS01B,QS01BB,QS01BB01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,Corticosteroids and mydriatics in combination,prednisolone and mydriatics,QS,QS01,QS01B,QS01BB,QS01BB02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,Corticosteroids and mydriatics in combination,fluorometholone and mydriatics,QS,QS01,QS01B,QS01BB,QS01BB03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,Corticosteroids and mydriatics in combination,betamethasone and mydriatics,QS,QS01,QS01B,QS01BB,QS01BB04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",indometacin,QS,QS01,QS01B,QS01BC,QS01BC01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",oxyphenbutazone,QS,QS01,QS01B,QS01BC,QS01BC02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",diclofenac,QS,QS01,QS01B,QS01BC,QS01BC03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",flurbiprofen,QS,QS01,QS01B,QS01BC,QS01BC04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",ketorolac,QS,QS01,QS01B,QS01BC,QS01BC05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",piroxicam,QS,QS01,QS01B,QS01BC,QS01BC06
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",bendazac,QS,QS01,QS01B,QS01BC,QS01BC07
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",salicylic acid,QS,QS01,QS01B,QS01BC,QS01BC08
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",pranoprofen,QS,QS01,QS01B,QS01BC,QS01BC09
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",nepafenac,QS,QS01,QS01B,QS01BC,QS01BC10
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",bromfenac,QS,QS01,QS01B,QS01BC,QS01BC11
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,dexamethasone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,prednisolone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,hydrocortisone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,fluocortolone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,betamethasone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,fludrocortisone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA06
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,fluorometholone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA07
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,methylprednisolone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA08
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,chloroprednisone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA09
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,fluocinolone acetonide and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA10
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,clobetasone and antiinfectives,QS,QS01,QS01C,QS01CA,QS01CA11
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids/antiinfectives/mydriatics in combination,dexamethasone,QS,QS01,QS01C,QS01CB,QS01CB01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids/antiinfectives/mydriatics in combination,prednisolone,QS,QS01,QS01C,QS01CB,QS01CB02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids/antiinfectives/mydriatics in combination,hydrocortisone,QS,QS01,QS01C,QS01CB,QS01CB03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids/antiinfectives/mydriatics in combination,betamethasone,QS,QS01,QS01C,QS01CB,QS01CB04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids/antiinfectives/mydriatics in combination,fluorometholone,QS,QS01,QS01C,QS01CB,QS01CB05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,"Antiinflammatory agents, non-steroids and antiinfectives in combination",diclofenac and antiinfectives,QS,QS01,QS01C,QS01CC,QS01CC01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,"Antiinflammatory agents, non-steroids and antiinfectives in combination",indometacin and antiinfectives,QS,QS01,QS01C,QS01CC,QS01CC02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Sympathomimetics in glaucoma therapy,epinephrine,QS,QS01,QS01E,QS01EA,QS01EA01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Sympathomimetics in glaucoma therapy,dipivefrine,QS,QS01,QS01E,QS01EA,QS01EA02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Sympathomimetics in glaucoma therapy,apraclonidine,QS,QS01,QS01E,QS01EA,QS01EA03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Sympathomimetics in glaucoma therapy,clonidine,QS,QS01,QS01E,QS01EA,QS01EA04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Sympathomimetics in glaucoma therapy,brimonidine,QS,QS01,QS01E,QS01EA,QS01EA05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Sympathomimetics in glaucoma therapy,"epinephrine, combinations",QS,QS01,QS01E,QS01EA,QS01EA51
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,pilocarpine,QS,QS01,QS01E,QS01EB,QS01EB01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,carbachol,QS,QS01,QS01E,QS01EB,QS01EB02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,ecothiopate,QS,QS01,QS01E,QS01EB,QS01EB03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,demecarium,QS,QS01,QS01E,QS01EB,QS01EB04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,physostigmine,QS,QS01,QS01E,QS01EB,QS01EB05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,neostigmine,QS,QS01,QS01E,QS01EB,QS01EB06
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,fluostigmine,QS,QS01,QS01E,QS01EB,QS01EB07
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,aceclidine,QS,QS01,QS01E,QS01EB,QS01EB08
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,acetylcholine,QS,QS01,QS01E,QS01EB,QS01EB09
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,paraoxon,QS,QS01,QS01E,QS01EB,QS01EB10
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,"pilocarpine, combinations",QS,QS01,QS01E,QS01EB,QS01EB51
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,"aceclidine, combinations",QS,QS01,QS01E,QS01EB,QS01EB58
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Carbonic anhydrase inhibitors,acetazolamide,QS,QS01,QS01E,QS01EC,QS01EC01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Carbonic anhydrase inhibitors,diclofenamide,QS,QS01,QS01E,QS01EC,QS01EC02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Carbonic anhydrase inhibitors,dorzolamide,QS,QS01,QS01E,QS01EC,QS01EC03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Carbonic anhydrase inhibitors,brinzolamide,QS,QS01,QS01E,QS01EC,QS01EC04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Carbonic anhydrase inhibitors,methazolamide,QS,QS01,QS01E,QS01EC,QS01EC05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Carbonic anhydrase inhibitors,"brinzolamide, combinations",QS,QS01,QS01E,QS01EC,QS01EC54
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,timolol,QS,QS01,QS01E,QS01ED,QS01ED01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,betaxolol,QS,QS01,QS01E,QS01ED,QS01ED02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,levobunolol,QS,QS01,QS01E,QS01ED,QS01ED03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,metipranolol,QS,QS01,QS01E,QS01ED,QS01ED04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,carteolol,QS,QS01,QS01E,QS01ED,QS01ED05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,befunolol,QS,QS01,QS01E,QS01ED,QS01ED06
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,"timolol, combinations",QS,QS01,QS01E,QS01ED,QS01ED51
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,"betaxolol, combinations",QS,QS01,QS01E,QS01ED,QS01ED52
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,"metipranolol, combinations",QS,QS01,QS01E,QS01ED,QS01ED54
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Beta blocking agents,"carteolol, combinations",QS,QS01,QS01E,QS01ED,QS01ED55
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Prostaglandin analogues,latanoprost,QS,QS01,QS01E,QS01EE,QS01EE01
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Prostaglandin analogues,unoprostone,QS,QS01,QS01E,QS01EE,QS01EE02
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Prostaglandin analogues,bimatoprost,QS,QS01,QS01E,QS01EE,QS01EE03
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Prostaglandin analogues,travoprost,QS,QS01,QS01E,QS01EE,QS01EE04
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Prostaglandin analogues,tafluprost,QS,QS01,QS01E,QS01EE,QS01EE05
SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Prostaglandin analogues,latanoprostene bunod,QS,QS01,QS01E,QS01EE,QS01EE06
